asin,product_title,product_price,product_original_price,product_star_rating,product_num_ratings,product_num_offers,product_minimum_offer_price,is_best_seller,is_amazon_choice,is_prime,climate_pledge_friendly,sales_volume,has_variations,sales_volume_clean,has_discounts
B0DCVTQBHL,"magnetic for iphone 16 case,[compatible with magsafe][military grade drop protection] anti-fingerprint translucent matte shockproof protective case for iphone 16 phone case 6.1&quot;,deep purple",21.99,21.99,5.0,2,1,21.99,False,False,True,False,,False,,False
B0CKXNCDXY,"cat s62 rugged cell phone unlocked (128gb, 4gb) 5.7&quot; ip68 waterproof android smartphone, 12mp dual camera, all day battery, nfc, fingerprint unlock, snapdragon 660 nano slot(black) new",169.0,169.0,3.5,124,4,119.99,False,False,True,False,100+ bought in past month,False,100.0,False
B0CHN7M531,"oneplus open, 16gb ram+512gb, dual-sim, voyager black, us factory unlocked android smartphone, 4805 mah battery, 67w fast charging, hasselblad camera, 120hz fluid display",1299.99,1699.99,4.1,218,4,1138.07,False,False,True,False,200+ bought in past month,True,200.0,True
B0CHDSGLCF,"nuu a15 cell phone 4gb + 128gb, unlocked for mint, metro, t-mobile, qlink and more, perfect for teenagers, dual sim 4g, octa-core helio g36 2.2ghz 6.5&quot; hd+, android 13, purple, us warranty",119.99,119.99,4.0,210,1,119.99,False,False,True,False,100+ bought in past month,True,100.0,False
B0CLHHNWZQ,samsung galaxy s23 fe s711b 256gb dual sim gsm unlocked android smartphone - graphite,473.5,473.5,4.2,99,1,473.5,False,False,False,False,50+ bought in past month,True,50.0,False
B00NCUVOB4,"panasonic 2-line corded/cordless phone system with 2 handsets - answering machine, link2cell, 3-way conference, call block, long range dect 6.0, bluetooth - kx-tg9582b (black)",229.0,229.0,4.1,1018,8,135.62,False,False,True,False,300+ bought in past month,False,300.0,False
B0DCQX683H,"motorola one 5g uw ace (64gb, 4gb) 6.7&quot;, snapdragon 750g, 5000mah battery (us model only for verizon, visable, straight talk, total, xfinity) xt21131pp (w/fast charger, volcanic grey)",69.99,69.99,4.084294871794872,0,2,68.49,False,False,False,False,More Buying Choices,False,,False
B0CJCVV96Z,nokia c2 2e | android 11 (go edition) | unlocked smartphone | all day battery | dual sim | 2/32gb | 5.7-inch screen | international version | blue,59.99,59.99,3.2,18,2,59.39,False,False,True,False,50+ bought in past month,False,50.0,False
B0CCSF3WML,straight talk apple iphone 7 32gb - silver,83.0,98.99,3.8,67,4,82.17,False,False,False,False,200+ bought in past month,False,200.0,True
B0CCT22SDM,"total by verizon samsung galaxy a14 5g, 64gb, black - prepaid smartphone (locked)",69.99,69.99,4.1,161,1,69.99,False,False,True,False,300+ bought in past month,False,300.0,False
B07TWYLQM7,"apple iphone se, 32gb gray unlocked 1st gen 2016 att tmobile",99.99,99.99,3.6,232,1,99.99,False,False,False,True,100+ bought in past month,False,100.0,False
B0D7SBL8PJ,x40 unlocked 5g cell phones 2024 android 13 mobile phones with 24mp+50mp camera 8gb+256gb 8-core smartphone 6.7&quot; hd screen 6200 mah long battery smartphone dual sim adnroid phone(elegant black),99.99,99.99,5.0,4,1,99.99,False,False,False,False,50+ bought in past month,True,50.0,False
B09V1NGFN4,samsung galaxy s22 128 gb green,235.9,250.0,4.0,807,27,199.5,False,False,False,True,400+ bought in past month,True,400.0,True
B0CHH6QWS1,simple mobile | motorola moto g pure | locked | 32gb | 4000 mah battery | 13 mp dual camera system | 6.5&quot; max vision hd+ display | blue,49.99,49.99,4.2,248,1,49.99,False,False,True,False,100+ bought in past month,False,100.0,False
B06X1B444W,"vtech connect to cell ds6771-3 dect 6.0 cordless phone - black, silver, 6.9&quot; x 4&quot; x 6.6&quot;",98.25,109.99,4.1,2542,25,34.63,False,False,True,False,200+ bought in past month,False,200.0,True
B01K5N4QEM,panasonic expandable cordless phone system with amber backlit display and call block – 1 handset – kx-tgc350b (black),31.49,34.99,4.3,2060,21,14.19,False,False,True,False,100+ bought in past month,False,100.0,True
B0929127RH,"vtech is8121-3 super long range up to 2300 feet dect 6.0 bluetooth 3 handset cordless phone for home with answering machine, call blocking, connect to cell, intercom and expandable to 5 handsets",76.56,80.58,4.2,4051,3,48.26,False,False,True,False,300+ bought in past month,False,300.0,True
B0DDMGMZY1,"team luxury for iphone 15 case, [military grade protection] scratch-resistant back, shockproof phone case for iphone 15 6.1” (black/black)",7.99,7.99,4.8,20,1,7.99,False,False,True,True,50+ bought in past month,False,50.0,False
B0CHYBX2L4,"blackview rugged smartphone unlocked, 2023 bv6200 rugged phones, 13000mah battery 18w fast charge, android 13, 8gb+64gb/2tb expand, waterproof mobile phones, three card slots, 6.56&quot; display, t-mobile",169.99,199.99,4.1,214,1,169.99,False,False,True,False,50+ bought in past month,False,50.0,True
B0858974Q2,samsung galaxy a10e gsm unlocked (not cdma) 32gb smartphone - black (renewed),69.0,74.99,3.8,1199,16,67.69,False,False,False,True,50+ bought in past month,True,50.0,True
B0757B9VFG,"vtech am18447 main console 4-line expandable small business office phone system with answering machine, intercom, auto attendant &amp; music on hold , black",149.95,164.95,4.3,1161,6,55.94,False,False,True,False,300+ bought in past month,False,300.0,True
B0D6YWSJ1B,"doogee blade 10 ultra rugged smartphone, 20gb ram+256gb rom rugged phone unlocked android 14,6.56&#x27;&#x27;90hz display,50mp camera, ip68/ip69k waterproof phones, face id/nfc/gps/otg",279.99,279.99,5.0,14,1,279.99,False,False,True,False,50+ bought in past month,False,50.0,False
B08GPJYY54,"vtech vs113-5 extended range 5 handset cordless phone for home with call blocking, connect to cell bluetooth, 2&quot; backlit screen, big buttons, and answering system, silver &amp; black",119.95,142.95,4.0,1910,2,75.26,False,False,True,False,100+ bought in past month,False,100.0,True
B0CKXL587M,"cat s22 rugged flip phone (16gb) 2.8&quot; touchscreen smart cell phone android 11, ip68 water resistant, t-mobile 4g lte gsm single nano slot,compatible with t-mobile(new)",64.89,64.89,3.7,402,1,64.89,False,False,True,False,500+ bought in past month,False,500.0,False
B003BNY7QG,"at&amp;t ml17939 2-line corded telephone with digital answering system and caller id/call waiting, black/silver",70.32,87.95,4.3,1082,83,40.32,False,False,True,False,200+ bought in past month,False,200.0,True
B07MQVW2T6,prepaid at&amp;t axia 4g lte 16gb android 8.1 lcd 5.5&quot;,39.99,39.99,3.4,362,9,28.73,False,False,True,False,50+ bought in past month,False,50.0,False
B09DDCGFGJ,"panasonic cordless phone system, expandable home phone with call blocking, bilingual caller id and high-contrast display, 1 handset - kx-tgd610b (black)",34.49,34.49,4.3,5343,12,17.24,False,False,True,False,100+ bought in past month,False,100.0,False
B08H85VZNX,"google pixel 4a smartphone, 128gb storage &amp; unlocked cellular - just black (renewed)",130.0,159.99,4.0,1204,11,109.85,False,False,False,True,50+ bought in past month,False,50.0,True
B0CJB9FW71,blu g73 | 2023 | 3-day battery | unlocked | 6.8” hd+ infinity display | 128/6gb | triple 50mp camera | us version | us warranty | blue,114.99,114.99,3.9,165,4,40.0,False,False,True,False,More Buying Choices,True,,False
B09R6FJWWS,"samsung galaxy a53 5g a series cell phone, factory unlocked android smartphone, 128gb, 6.5” fhd super amoled screen, long battery life, us version, black",113.87,113.87,4.3,4495,1,82.17,False,False,False,True,,False,,False
B007P8DMBE,"at&amp;t tl88102 dect 6.0 2-line expandable cordless phone with answering system and dual caller id/call waiting, 1 handset, silver/black",95.53,119.95,4.1,836,49,38.11,False,False,True,False,100+ bought in past month,False,100.0,True
B07X4B9G32,moto z4 - for verizon - 128 gb - flash gray (renewed),80.29,94.79,4.2,795,8,64.57,False,False,False,True,100+ bought in past month,False,100.0,True
B08HVXC89J,lively jitterbug flip2 - flip cell phone for seniors - not compatible with other wireless carriers- must be activated phone plan- graphite,47.99,79.99,4.0,3219,11,44.34,False,False,True,False,300+ bought in past month,True,300.0,True
B09X7G4FT4,"tracfone samsung galaxy a13 5g, 64gb, black - prepaid smartphone (locked)",159.99,159.99,4.3,860,2,72.76,False,False,True,False,100+ bought in past month,False,100.0,False
B0D485PQTD,"samsung galaxy a05s (sm-a057m/ds), 128gb 4gb ram, dual sim, factory unlocked gsm, international version (case bundle) (light violet)",125.0,125.0,5.0,1,1,125.0,False,False,True,False,,True,,False
B08FRS3R32,"samsung galaxy s20+ plus 5g factory unlocked android cell phone sm-g986u us version | 128gb | fingerprint id &amp; facial recognition | long-lasting battery (cosmic black, 128gb)",249.7,349.0,3.7,305,8,213.91,False,False,True,False,200+ bought in past month,True,200.0,True
B0D7ZWSVGB,"cmf phone 1 8+256gb - unlocked smartphone with 50 mp rear camera with ultra xdr, 6,67&quot; super amoled display and nothing os 2.6 - light green",289.0,289.0,4.2,9,1,289.0,False,False,True,False,100+ bought in past month,True,100.0,False
B0845ZVJW3,"samsung galaxy note 10+, 256gb, aura black - fully unlocked (renewed)",264.95,299.99,4.2,2949,14,217.95,False,False,False,True,200+ bought in past month,False,200.0,True
B09KMH4G81,samsung galaxy a42 5g 128gb prism dot black for verizon (renewed),124.0,124.0,4.1,341,6,80.0,False,False,False,True,50+ bought in past month,False,50.0,False
B0D19B2D19,"samsung galaxy z flip 6 ai cell phone, 512gb unlocked android smartphone, flexcam, photo assist, camcorder mode, live interpreter, foldable design, 2024, us 1 yr manufacturer warranty, silver shadow",944.96,1219.99,4.2,93,8,899.99,False,False,False,True,300+ bought in past month,True,300.0,True
B08R61G69Q,"google pixel 4a with 5g, 6.2&quot;, 128gb, 6gb ram, unlocked cellular - just black (renewed)",135.0,159.0,3.8,866,10,128.95,False,False,False,True,100+ bought in past month,False,100.0,True
B0CHLFVL28,motorola moto g stylus 5g/ 128gb stainless steel blue w/ 50mp camera- verizon (renewed),113.87,113.87,3.6,21,11,95.09,False,False,False,False,More Buying Choices,False,,False
B07R5CJDD7,google - pixel 3a x-large with 64gb memory cell phone (unlocked) - just black (g020c),139.99,479.0,4.3,4559,20,109.9,False,False,True,False,List: ,True,,True
B0BDY7QHXS,"apple iphone se 3rd gen, 64gb, midnight - t-mobile (renewed)",197.0,197.0,4.3,1827,15,177.95,False,False,False,False,50+ bought in past month,True,50.0,False
B0CZRJMN8G,"big button phone for seniors, corded landline telephone with handsfree function and 9 groups of memory, one-touch dialling,suitable people with vision disorders/hearing damage (ex-ld-858hf)",29.99,29.99,4.5,25,1,29.99,False,False,True,False,300+ bought in past month,False,300.0,False
B086H3HH5V,moto e | unlocked | made for us by motorola | 2/32gb | 13mp camera | 2020 | blue,107.99,119.99,4.4,16748,4,61.03,False,False,True,False,Typical: ,True,,True
B0CGVM1TBK,"landline phone, big button phone for seniors, telephone can one-touch dialling with 9 piction, suitable for people with vision disorders/hearing damage, corded phone can be used for home, office",29.99,29.99,4.0,148,2,28.95,False,False,True,False,300+ bought in past month,False,300.0,False
B008UZE0IU,"vtech cd1113 corded phone for home office - easy-to-use telephone with caller id/call waiting, 13 speed dial keys, no ac power required, flash, volume control, hearing aid compatible,wall-mount, black",22.4,23.86,4.1,1742,15,14.8,False,False,True,False,100+ bought in past month,False,100.0,True
B084CVPLLC,moto g stylus | 2020 | unlocked | made for us by motorola | 4/128gb | 48mp camera | indigo,149.99,179.99,4.4,6645,5,89.95,False,False,True,False,Typical: ,True,,True
B00BLVLHEU,vtech cs6629 dect 6.0 1-handset cordless answering system,38.58,38.58,4.4,2145,24,17.63,False,False,True,False,100+ bought in past month,False,100.0,False
B004KQDBKG,"panasonic kx-ts880b integrated corded telephone,black",55.0,59.99,3.9,862,3,16.41,False,False,True,False,50+ bought in past month,False,50.0,True
B0C6SLFZ1T,"corded phone for home, durable landline phone with large buttons for seniors, versatile mini phone for the home, office, and more (black)",13.98,13.98,3.6,314,1,13.98,False,False,True,False,200+ bought in past month,False,200.0,False
B09MMJWHDX,tcl flip pro slate gray basic flip phone (verizon),41.0,41.0,3.0,105,6,34.48,False,False,False,False,200+ bought in past month,False,200.0,False
B08M46Q3C1,"panasonic office phone system, corded base station with 4-lines expandable with up to 10 compatible panasonic business phones wirelessly - kx-tgw420b (black)",146.29,169.99,3.8,136,23,61.19,False,False,True,False,100+ bought in past month,False,100.0,True
B0BQZP5XQP,"old style wall phone-freely adjust the volume landline phone, classic retro design landline phones for home, wall phones for landline, suitable for living room, school, home, office(black)",9.99,9.99,3.4,349,1,9.99,False,False,True,False,200+ bought in past month,False,200.0,False
B0CSDWT13K,xiaomi redmi note 13 4g lte (256gb + 8gb) 6.67&quot; 108mp triple (tmobile mint tello global) global bands unlocked + (fast car dual charger bundle) (midnightblack global rom),159.69,169.99,4.4,155,1,159.69,False,False,True,False,300+ bought in past month,True,300.0,True
B0D5GJ5RFH,x3 2024 new cheap 4g lte gsm unlocked android phones 6.0” cell phone 3000mah android phone 8mp smartphone 16gb dual sim (for t-mobile metro mint tello usa market) face unlocked (gold),59.99,59.99,1.6,4,1,59.99,False,False,True,False,50+ bought in past month,False,50.0,False
B0B7KNC1CM,"smpl big button phone for seniors, simple corded landline &amp; voip home telephone for elderly, handicap, alzheimer’s, dementia, hearing impaired 56011",64.99,64.99,4.1,1952,1,64.99,False,False,True,False,50+ bought in past month,False,50.0,False
B001TK3DLS,"at&amp;t tr1909b trimline corded phone with caller id, black",23.04,23.04,4.1,2406,45,13.73,False,False,True,False,100+ bought in past month,False,100.0,False
B0CQPBKCNH,"hellobaby dect 6.0 cordless phone with 2 handsets, reliable 1000 ft range, cordless home phone with caller id/call waiting, call block, phones landline cordless with blue backlit display, hb2688-2",27.99,37.99,3.9,178,3,25.93,False,False,True,False,200+ bought in past month,False,200.0,True
B0CH9P3HYW,"vtech is8251 business grade expandable cordless phone for home office, 5&quot; color display, programmable short cut keys, smart call blocking, answering system, bluetooth connect to cell",89.95,109.95,4.2,918,2,56.58,False,False,True,False,List: ,False,,True
B07DVTRK72,"y043 corded landline telephone for home, caller id/call waiting, easy-to-use, speaker, display, desk phone only (off-white)",18.98,29.98,3.8,1235,1,18.98,False,False,True,False,100+ bought in past month,False,100.0,True
B0D749T6DG,"gabb phone 4 pro the safe phone built for teens - no social media/internet, gps tracking, parental controls, talk &amp; text, safe messaging, safe video calls, 30 activation fee",199.99,199.99,4.5,29,1,199.99,False,False,True,True,50+ bought in past month,False,50.0,False
B0CK2RLX1N,"motorola edge + plus | 2022 | us version| 5g smartphone with android 12.0 | 8 gb memory | 50mp camera | 4800mah, more than all day battery life | unlocked phone | (128gb | cosmos blue) (renewed)",184.95,219.0,4.0,69,1,184.95,False,False,False,False,Typical price: ,True,,True
B0CJ7VVD3X,x1 2024 new 4g lte gsm unlocked cell phone 6.5” hd+ screen mobile phones 4000mah android 10 smart phone 16mp smartphone dual sim (for t-mobile metro mint tello usa market) face unlock (black),68.99,68.99,3.2,36,1,68.99,False,False,True,False,50+ bought in past month,False,50.0,False
B09SM6GR4B,moto g power | 2022 | 3-day battery | unlocked | made for us by motorola | 4/128gb | 50 mp camera | ice blue,179.99,179.99,4.2,2671,9,79.99,False,False,False,False,More Buying Choices,True,,False
B0016ALH32,"xl88q - easy to use one-piece telephone with ring/in-use light indicator, extra loud-extra clear volume boost, for busy settings, elderly &amp; teenagers, corded landline telephone, pack of 1",19.99,19.99,4.2,211,3,17.2,False,False,True,True,200+ bought in past month,False,200.0,False
B0D8B4HNNX,"oukitel g1 rugged smartphone unlocked - 24+256gb/1tb android 14 rugged cellphones, 6.52” hd display 48mp rear camera 10600mah battery ip68/ip69k waterproof phone, dual sim/nfc/fingerprint 2024",199.99,199.99,4.6,39,1,199.99,False,False,True,False,,False,,False
B0CNPHHTM3,"hellobaby dect 6.0 cordless phone with 2 handsets, advanced call block, expandable cordless phone with trilingual caller id/call waiting, full-duplex handset speakerphone, reliable 1000ft range",39.99,42.99,3.9,300,3,34.74,False,False,True,False,100+ bought in past month,False,100.0,True
B074VFRKZG,motorola moto x4 factory unlocked phone - 32gb - 5.2&quot; - super black - pa8s0006us,120.0,120.0,3.9,285,5,109.95,False,False,True,False,More Buying Choices,False,,False
B0BYJJYLJ8,"vtech ls6381-2 bluetooth speaker with echo cancellation, noise reduction, music streaming, pc/landline/cellular calls, paired with dect6.0 cordless handset, answering system, smart call blocker,black",40.93,40.93,4.1,1899,17,36.71,False,False,True,False,500+ bought in past month,False,500.0,False
B0C5CJFVVD,"samsung galaxy s20 fe 5g (128gb, 6gb) 6.5&quot; amoled, snapdragon 865, volte (fully unlocked for t-mobile, at&amp;t, verizon, global) g781u1 (w/wireless charger, navy) (renewed)",199.0,199.0,3.9,1604,5,150.0,False,False,True,False,More Buying Choices,True,,False
B099NZRSND,motorola one 5g uw 128gb oxford blue for verizon (renewed),82.85,97.99,4.3,162,8,73.99,False,False,False,True,Typical price: ,False,,True
B0D1C7N13W,"at&amp;t essentials edge pro case, cell phone accessories, with drop protection for apple iphone (clear edge, iphone 15/14/13)",17.99,29.99,3.4,6,1,17.99,False,False,True,False,List: ,True,,True
B0016CVUR8,hamburger cheeseburger burger phone telephone in juno(telephone),12.98,15.8,4.3,1079,8,12.0,False,False,True,False,100+ bought in past month,False,100.0,True
B00R2K4LCY,"scosche magwsm2 magicmount magnetic suction cup mount for car windshield or dashboard, 360° adjustable magnet head, universal cell phone holder for car, compatible with iphone, samsung &amp; all devices",11.99,11.99,4.4,53768,4,8.89,False,False,True,False,200+ bought in past month,False,200.0,False
B09GKPDCVW,yealink w76p - ip dect phone bundle w56h with w70 base,161.23,179.99,4.2,155,31,95.0,False,False,False,False,200+ bought in past month,False,200.0,True
B0CNT2N5LK,"unlocked smartphone, 6.3 inch hd display, android10.0, dual sim, dual cameras, 1gb ram+16gb rom (expandable to 128gb), support: wifi, bluetooth, gps 3g mobile phones (black)",65.99,65.99,3.0,165,1,65.99,False,False,True,False,,True,,False
B09GKXZCWY,"samsung galaxy z flip 3 5g factory unlocked android cell phone us version smartphone flex mode intuitive camera compact 128gb storage us warranty, green (renewed)",326.0,539.99,3.9,313,4,214.99,False,False,False,True,50+ bought in past month,False,50.0,True
B094XLBK47,samsung galaxy a51 5g | a516u | 128gb | single sim | android smartphone | prism crush blue - verizon locked - (renewed),144.0,144.0,4.1,103,9,134.0,False,False,True,True,More Buying Choices,False,,False
B0CNNNYPPR,kyocera new e4830 duraxe epic at&amp;t/unlocked firstnet flip smart phone 16gb rugged ptt wi-fi lte black (us warranty) no verizon,199.95,199.95,4.2,23,2,84.55,False,False,False,False,100+ bought in past month,False,100.0,False
B073FLYQZ5,panasonic kx-tgm420w + (1) kx-tgma44w amplified cordless phone with digital answering machine and voice volume booster upto 40 db (2 handsets),195.24,195.24,4.3,951,1,195.24,False,False,False,False,100+ bought in past month,False,100.0,False
B0D8765X3Q,"vtech 3-handset cordless phone with answering machine, with large display and big buttons caller id, full-duplex speakerphone, last 10 number redial, easy to use vg232-3",65.95,65.95,4.5,19,3,45.77,False,False,True,False,100+ bought in past month,False,100.0,False
B0CH7Q92J8,"nuu a23plus basic cell phone for at&amp;t, t-mobile, cricket, mint mobile, metro, 64g/3gb 6.3&quot; 4g lte, q link, hello mobile dual sim, black, 365 days us warranty with detachable &amp; replaceable battery",79.99,84.99,3.7,400,1,79.99,False,False,True,False,400+ bought in past month,False,400.0,True
B0CMTLGC9W,"kids smart phone for girls, christmas birthday gifts for girls age 3-10 kids toys cell phone, 2.8&quot; touchscreen toddler learning play toy phone with dual camera, game, music player, 8g sd card (purple)",31.99,39.99,4.2,1373,3,26.93,False,False,True,False,4K+ bought in past month,False,4000.0,True
B0BYL93774,"apple iphone 14, 128gb, midnight - unlocked (renewed premium)",541.06,579.0,4.2,776,6,511.67,False,False,True,False,500+ bought in past month,True,500.0,True
B075Q15QBW,zte cymbal 4g lte speed &quot;verizon prepaid&quot; cell phone - silver,70.0,70.0,3.5,294,5,14.97,False,False,True,False,More Buying Choices,False,,False
B09D55BNYB,motorola moto g stylus 128gb mystic indigo from verizon (renewed),66.89,77.0,4.0,119,10,62.22,False,False,False,True,Typical price: ,False,,True
B0CYGZFC54,"mini phone, 2.5 inch 3g mini smartphone 2gb ram 16gb rom backup cellphone lightweight 5mp student cellphone unlocked quad core",39.99,39.99,2.7,26,1,39.99,False,False,True,False,200+ bought in past month,False,200.0,False
B0DCJRJDZS,a23 unlocked android phone 6.7-inch hd lcd unlocked cell phone 6gb+128gb android 13 smartphone 5500 mah large battery unlocked phone 50mp+13mp camera 4g dual sim (black),99.99,109.99,5.0,3,1,99.99,False,False,False,False,50+ bought in past month,False,50.0,True
B0C5BHVCSJ,motorola moto g play 2023 3-day battery unlocked made for us 3/32gb 16mp camera navy blue (renewed),72.99,99.0,3.9,291,17,69.94,False,False,True,False,400+ bought in past month,False,400.0,True
B08HC5GMK2,samsung galaxy a11 32gb a115u fully unlocked smartphones (renewed),83.0,83.0,4.0,1194,16,69.99,False,False,False,True,100+ bought in past month,False,100.0,False
B0CN6Q9D6T,"agm m9 rugged basic cell phone, 4g feature phone, simple mobile phones, waterproof, drop-proof, large buttons, large font, speed dial, 3 card slots, fm radio, w/flashlight, 1000mah, for t-mobile only",49.99,79.99,3.8,299,1,49.99,False,False,True,False,300+ bought in past month,False,300.0,True
B07P936C7F,"yealink sip-t57w ip phone - corded/cordless - corded/cordless - wi-fi, bluetooth - wall mountable, desktop - classic gray",202.0,359.0,3.7,93,25,164.35,False,False,False,False,List: ,False,,True
B0BWJKXM2M,"corded phone, landline phone for home, mini phone use hd call ic chip, used in hotel/office/bank call center (black)",13.89,13.89,3.8,144,1,13.89,False,False,True,False,,False,,False
B0BPN14LQG,samsung galaxy a23 5g sm-a236u factory unlocked 64gb black (renewed),125.0,134.0,4.1,309,19,103.9,False,False,False,False,300+ bought in past month,False,300.0,True
B0CFB7W1W2,"total by verizon motorola moto g play, 32gb, black - prepaid smartphone (locked)",49.88,49.88,3.8,99,10,43.89,False,False,True,False,50+ bought in past month,False,50.0,False
B0CLM9X2PP,xiaomi redmi 13c 4g lte (128gb + 4gb) factory unlocked global rom gsm 6.74&quot; 50mp triple camera (tello mint &amp; global) + free fast car charger (midnight black global rom) (midnight black global rom),117.99,117.99,4.2,133,4,117.7,False,False,True,False,200+ bought in past month,False,200.0,False
B09Q98BRRN,"samsung galaxy a03 core (sm-a032/ds) dual sim 32gb/ 2gb ram, gsm unlocked international version - no warranty - black",89.0,89.0,3.8,1819,2,67.17,False,False,True,False,200+ bought in past month,False,200.0,False
B00ZYHA1KI,hamilton captel 2400i captioned telephone large touch-screen captioned telephone with 40db amplification,75.0,75.0,4.3,1603,4,59.99,False,False,True,False,300+ bought in past month,False,300.0,False
B099N3XGP7,"at&amp;t cl83507 dect 6.0 5-handset cordless phone for home with dual keypad base, answering machine, call blocking, caller id announcer, intercom and long range, silver/black",131.88,139.95,4.3,3777,3,62.01,False,False,True,False,200+ bought in past month,False,200.0,True
B07MZDNBDJ,blu z5 -gsm unlocked dual sim -black,22.99,22.99,3.2,3283,1,22.99,False,False,True,False,300+ bought in past month,True,300.0,False
B0CLLV68VK,xiaomi redmi note 13 pro 5g + 4g lte (256gb + 8gb) 6.67&quot; 200mp triple (tmobile mint tello &amp; global) global bands unlocked + (fast car dual charger bundle) (midnight black (global rom)),283.69,283.69,4.6,934,1,283.69,False,False,True,False,300+ bought in past month,True,300.0,False
B09PFC2DVD,motorola moto g stylus | 2022 | 2-day battery | unlocked| made for us by motorola | 6/128gb | 50mp camera | twilight blue,169.0,169.0,4.2,2396,5,109.99,False,False,True,False,50+ bought in past month,True,50.0,False
B08MV7HWFK,"google pixel 5 5g, us version, 128gb, just black - unlocked (renewed)",154.31,284.99,3.9,2306,7,134.99,False,False,False,True,200+ bought in past month,True,200.0,True
B09478TZZY,"samsung galaxy s21 5g, us version, 128gb, phantom violet - at&amp;t (renewed)",209.95,209.95,4.0,1729,5,164.95,False,False,False,True,More Buying Choices,True,,False
B0CHH83K3W,total by verizon motorola moto g pure locked 32gb 4000 mah battery 13 mp dual camera system 6.5&quot; max vision hd+ display blue,49.65,49.65,3.9,292,4,49.27,False,False,True,False,100+ bought in past month,False,100.0,False
B086W923PZ,"d1005 cordless phone for home, eco technology, caller id, speakerphone(single pack, black)",27.98,32.98,3.8,1414,1,27.98,False,False,True,False,50+ bought in past month,False,50.0,True
B0D5PFR7DK,moto g stylus 5g | 2024 | unlocked | made for us 8/256gb | 50mp camera | scarlet wave,399.99,399.99,4.3,48,2,335.99,False,False,True,False,300+ bought in past month,False,300.0,False
B0D8VXV8RM,kids smart phone toys cell phone for boys girls toddlers baby childrens 3-8 years old with camera touchscreen for birthday,39.99,39.99,4.4,31,1,39.99,False,False,True,False,,False,,False
B0CH964JZ8,lively jitterbug smart4 smartphone for seniors - cell phone for seniors - not compatible with other wireless carriers - must be activated phone plan,71.99,119.99,4.0,1857,3,65.35,False,False,True,False,500+ bought in past month,False,500.0,True
B0B4F4DH6H,"panasonic expandable corded phone system, bluetooth pairing for wireless headphones and hearing aids, smart call block, kx-tgf892b (black), 2 cordless + 1 corded handset (pack of 1)",114.28,129.99,4.2,539,2,41.84,False,False,True,False,50+ bought in past month,False,50.0,True
B0D6Z95D5K,motorola moto g04 xt2421-2 (dual sim) factory gsm unlocked | 4+128gb | 6.56&quot; 90hz lcd display | 16mp camera | international model - (green),119.99,119.99,5.0,1,1,119.99,False,False,True,False,,True,,False
B0C9LPCS42,"nothing phone (2) - 512 gb + 12 gb ram, glyph interface, os 2.0, 50 mp dual camera,ois, 6.7” ltpo oled display, 4700mah battery, water resistant ip54, lte, gsm only, android phone, dark grey",689.99,689.99,4.5,224,6,640.28,False,False,False,False,More Buying Choices,True,,False
B0CY8Q7V4S,samsung galaxy a35 5g a356e 128gb dual-sim gsm unlocked android smartphone (latin variant/us compatible lte) - awesome ice blue,255.0,255.0,4.2,51,11,244.97,False,False,True,False,100+ bought in past month,False,100.0,False
B07ZR9YHPY,vtech at2909/cl2909 corded speakerphone,34.67,34.67,4.2,290,22,13.98,False,False,True,False,100+ bought in past month,False,100.0,False
B0D7HWR5QG,"google pixel 9 pro xl - unlocked android smartphone with gemini, triple rear camera system, 24-hour battery, and 6.8&quot; super actua display - obsidian - 256 gb",1199.0,1199.0,4.3,41,3,1151.04,False,False,True,False,300+ bought in past month,False,300.0,False
B0CV73SG4Z,"samsung galaxy s24 ultra 5g s9280 physical dual sim 512gb 12gb ram ai smartphone, factory unlocked, global model, long battery life - titanium violet",993.9,993.9,4.3,43,1,993.9,False,False,False,False,200+ bought in past month,False,200.0,False
B003DNSA6M,"xblue add-on phone for x16 office phone system (xb1670-00, charcoal)",199.99,199.99,4.3,115,2,69.94,False,False,False,False,More Buying Choices,False,,False
B0DCFYC1N9,k60 unlocked 5g smart phone 2024 android 13 cell phone 8gb+256gb 8-core smart phones 6.7&quot; hd screen 24mp+64mp camera 6800mah battery standby 5g dual sim cell phone with android phone (azure),99.99,99.99,3.5,7,1,99.99,False,False,True,False,,False,,False
B08CHRHFRL,samsung galaxy a01 16gb black verizon (renewed),57.0,79.9,3.9,359,25,49.0,False,False,True,True,100+ bought in past month,False,100.0,True
B08XJVZT4R,"oneplus nord n10 5g unlocked, midnight ice​, 6gb ram + 128gb storage, us version (renewed)",128.0,128.0,4.0,320,4,119.9,False,False,True,True,More Buying Choices,True,,False
B07RBMP5V4,"sangyn retro wall phones for landline with mechanical ringer corded telephone wall mounted with indicator waterproof old style landline phones for home kitchen, red",34.98,38.98,4.0,1645,1,34.98,False,False,True,False,50+ bought in past month,False,50.0,True
B0BCF3YGGF,"samsung galaxy s22 5g (128gb, 8gb) 6.2&quot; 120hz, 50mp 4k camera (fully unlocked, us &amp; global) s901u1 (w/ 25w super fast charge cube, black)(renewed)",249.99,270.0,4.1,142,11,219.0,False,False,False,False,200+ bought in past month,False,200.0,True
